1 0
0.950652 -0.314159
0.805043 -0.597312
0.577665 -0.820748
0.291313 -0.961724
-0.0251978 -1.00578
-0.339931 -0.948234
-0.621052 -0.794648
-0.840051 -0.560325
-0.974627 -0.268764
-1.01097 0.050687
-0.945153 0.36579
-0.783595 0.644667
-0.542398 0.859028
-0.24576 0.987036
0.0764542 1.01554
0.391721 0.941402
0.668141 0.771883
0.877664 0.523889
0.998937 0.22231
1.01948 -0.102486
0.936976 -0.417708
0.759512 -0.691455
0.504804 -0.89594
0.198425 -1.01032
-0.128767 -1.0228
-0.443734 -0.93187
-0.714592 -0.746481
-0.913842 -0.485148
-1.02116 -0.174115
-1.02547 0.155284
-0.926079 0.469781
-0.732792 0.737534
-0.464927 0.931352
-0.149391 1.03145
0.182022 1.02749
0.495833 0.919597
0.760265 0.718446
0.948454 0.444148
1.04118 0.124265
1.02884 -0.208965
0.912422 -0.521873
0.703445 -0.782765
0.422818 -0.965131
0.0987481 -1.05034
-0.236098 -1.02953
-0.547882 -0.904549
-0.805017 -0.687789
-0.981367 -0.400944
-1.0589 -0.0728531
-1.02953 0.263405
-0.895975 0.573843
-0.671482 0.827004
-0.378535 0.997145
-0.0465926 1.06686
0.29087 1.02885
0.599739 0.886698
0.848707 0.654527
1.01245 0.355598
1.0742 0.0199796
1.02747 -0.318477
0.876714 -0.62555
0.636927 -0.870108
0.332144 -1.02727
-0.00697236 -1.08092
-0.346209 -1.02539
-0.651259 -0.866022
-0.89119 -0.618686
-1.04158 -0.30818
-1.087 0.0342494
-1.02259 0.374049
-0.85462 0.676848
-0.599809 0.911934
-0.283717 1.05537
0.0618373 1.09242
0.401979 1.01908
0.702297 0.842508
0.932322 0.580299
1.06862 0.258765
1.09718 -0.0897215
1.01485 -0.429983
0.829684 -0.727588
0.560163 -0.952336
0.233335 -1.08132
-0.117887 -1.10126
-0.458042 -1.00988
-0.752702 -0.816149
-0.971959 -0.539406
-1.09345 -0.207437
-1.10466 0.146318
-1.00418 0.486137
-0.801903 0.777621
-0.518034 0.991172
-0.181084 1.105
0.174999 1.10736
0.514252 0.997741
0.802324 0.786947
1.00996 0.496055
1.11596 0.154288
1.10936 -0.203915
0.990553 -0.542367
0.771282 -0.826794
0.473475 -1.0283
0.127061 -1.1263
-0.233047 -1.11064
-0.570464 -0.982616
-0.85101 -0.754909
-1.04618 -0.450303
-1.13602 -0.0994154
-1.11119 0.262381
-0.973924 0.598523
-0.737832 0.874954
-0.426546 1.06357
-0.0713653 1.14509
0.291898 1.111
0.626525 0.964476
0.898606 0.720052
1.08047 0.402213
1.15351 0.0429243
1.11007 -0.321581
0.954267 -0.654451
0.701574 -0.921947
0.377314 -1.09686
0.0141066 -1.16127
-0.351412 -1.10839
-0.682282 -0.943295
-0.944958 -0.6824
-1.11271 -0.351858
-1.16834 0.0150731
-1.10595 0.381373
-0.931559 0.709997
-0.662536 0.967618
-0.325855 1.12801
0.0445998 1.17471
0.411446 1.10273
0.737576 0.919056
0.989908 0.641986
1.14274 0.299317
1.18039 -0.0744579
1.09874 -0.441613
0.905786 -0.765
0.620756 -1.01181
0.272253 -1.1569
-0.104632 -1.18534
-0.471853 -1.09397
-0.792249 -0.891749
-1.0333 -0.598851
-1.17045 -0.244676
-1.18955 0.135105
-1.08841 0.502147
-0.876943 0.819301
-0.576277 1.05437
-0.216599 1.18338
0.16586 1.19303
0.532477 1.08205
0.846136 0.861371
1.07499 0.553042
1.19568 0.188033
1.19575 -0.196881
1.07489 -0.562822
0.845032 -0.872735
0.529154 -1.09514
0.158992 -1.20734
-0.22815 -1.19771
-0.593162 -1.06693
-0.899075 -0.827928
-1.11481 -0.504619
-1.21833 -0.129489
-1.19888 0.259649
-1.05815 0.623476
-0.810062 0.925137
-0.479447 1.13397
-0.0995393 1.22864
0.29136 1.19928
0.653745 1.04856
0.950899 0.791436
1.15261 0.453646
1.23825 0.0691561
1.19887 -0.323264
1.03815 -0.683948
0.772053 -0.976341
0.427227 -1.17071
0.038355 -1.24715
-0.355343 -1.19766
-0.714063 -1.02692
-1.00144 -0.751916
-1.18824 -0.400198
-1.25533 -0.00715134
-1.19563 0.387576
-1.01487 0.744069
-0.731031 1.02618
-0.372572 1.2052
0.0244389 1.26277
0.419945 1.19278
0.773944 1.00199
1.05054 0.709401
1.22156 0.344358
1.26946 -0.0563993
1.1891 -0.452429
0.988283 -0.803668
0.687033 -1.07449
