0 -nan 
0.1 -0.995163 
0.2 -0.981274 
0.3 -0.959235 
0.4 -0.929966 
0.5 -0.894501 
0.6 -0.854068 
0.7 -0.810107 
0.8 -0.764184 
0.9 -0.717827 
1 -0.672341 
1.1 -0.628692 
1.2 -0.587489 
1.3 -0.54903 
1.4 -0.513394 
1.5 -0.480511 
1.6 -0.450231 
1.7 -0.422366 
1.8 -0.396711 
1.9 -0.373067 
2 -0.351245 
2.1 -0.331069 
2.2 -0.312382 
2.3 -0.295041 
2.4 -0.278917 
2.5 -0.263898 
2.6 -0.249881 
2.7 -0.236776 
2.8 -0.224502 
2.9 -0.212987 
3 -0.202166 
3.1 -0.191982 
3.2 -0.182382 
3.3 -0.173321 
3.4 -0.164755 
3.5 -0.156647 
3.6 -0.148963 
3.7 -0.141671 
3.8 -0.134744 
3.9 -0.128155 
4 -0.121881 
4.1 -0.115901 
4.2 -0.110195 
4.3 -0.104745 
4.4 -0.0995356 
4.5 -0.0945505 
4.6 -0.0897762 
4.7 -0.0852 
4.8 -0.0808101 
4.9 -0.0765955 
5 -0.0725462 
5.1 -0.0686528 
5.2 -0.0649066 
5.3 -0.0612996 
5.4 -0.0578242 
5.5 -0.0544736 
5.6 -0.0512412 
5.7 -0.0481209 
5.8 -0.0451071 
5.9 -0.0421945 
6 -0.0393782 
6.1 -0.0366534 
6.2 -0.0340158 
6.3 -0.0314615 
6.4 -0.0289864 
6.5 -0.026587 
6.6 -0.02426 
6.7 -0.0220021 
6.8 -0.0198103 
6.9 -0.0176817 
7 -0.0156138 
7.1 -0.0136039 
7.2 -0.0116496 
7.3 -0.0097487 
7.4 -0.00789904 
7.5 -0.00609858 
7.6 -0.00434539 
7.7 -0.00263764 
7.8 -0.000973582 
7.9 0.000648421 
8 0.00222994 
8.1 0.00377248 
8.2 0.00527744 
8.3 0.00674619 
8.4 0.00818001 
8.5 0.00958014 
8.6 0.0109477 
8.7 0.0122839 
8.8 0.0135898 
8.9 0.0148663 
9 0.0161145 
9.1 0.0173352 
9.2 0.0185295 
9.3 0.0196981 
9.4 0.0208418 
9.5 0.0219615 
9.6 0.0230578 
9.7 0.0241316 
9.8 0.0251834 
9.9 0.026214 
10 0.027224 
