0 -0.785398 0 -0.785398 0
0.1 -0.74816 -0.00278561 -0.747922 -0.00282843
0.2 -0.639345 -0.0106329 -0.638426 -0.0107942
0.3 -0.467934 -0.0220504 -0.466011 -0.0223708
0.4 -0.249428 -0.034686 -0.246387 -0.035153
0.5 -0.00537913 -0.0456086 -0.00137386 -0.0461471
0.6 0.23887 -0.0517829 0.243415 -0.0522623
0.7 0.457962 -0.0506689 0.462418 -0.0509257
0.8 0.630321 -0.0407693 0.633963 -0.0406423
0.9 0.740444 -0.0219583 0.742554 -0.0213255
1 0.779398 0.00446838 0.77935 0.00565713
1.1 0.744366 0.0359609 0.741693 0.0376627
1.2 0.638313 0.069009 0.63278 0.0710781
1.3 0.470204 0.099495 0.461908 0.101686
1.4 0.25539 0.123098 0.244842 0.125082
1.5 0.015118 0.135777 0.00325626 0.13718
1.6 -0.225667 0.134354 -0.237578 0.134809
1.7 -0.441991 0.117108 -0.45256 0.116321
1.8 -0.612568 0.0842368 -0.620486 0.0820514
1.9 -0.722088 0.0380119 -0.726275 0.0344555
2 -0.761758 -0.0174049 -0.761441 -0.0221
2.1 -0.728885 -0.0764285 -0.723647 -0.0818338
2.2 -0.62652 -0.132675 -0.616369 -0.1382
2.3 -0.463595 -0.179633 -0.449069 -0.184582
2.4 -0.255199 -0.211329 -0.237436 -0.21497
2.5 -0.0220406 -0.222961 -0.00273994 -0.224617
2.6 0.21168 -0.211533 0.230462 -0.210675
2.7 0.421767 -0.176403 0.437933 -0.172753
2.8 0.587565 -0.11963 0.599278 -0.113239
2.9 0.694199 -0.0459715 0.700064 -0.0372515
3 0.733159 0.0375452 0.7323 0.0478314
3.1 0.701956 0.122389 0.694048 0.1332
3.2 0.603768 0.199496 0.5891 0.209616
3.3 0.44749 0.26025 0.427058 0.268424
3.4 0.247868 0.297365 0.223425 0.302426
3.5 0.0248721 0.305611 -0.00117023 0.306621
3.6 -0.198356 0.282433 -0.223227 0.278813
3.7 -0.398768 0.228431 -0.419753 0.220077
3.8 -0.556693 0.147602 -0.571505 0.13497
3.9 -0.657964 0.0471834 -0.66496 0.0312974
4 -0.694534 -0.0629938 -0.692791 -0.0806211
4.1 -0.66423 -0.171602 -0.653564 -0.189126
4.2 -0.570414 -0.267135 -0.551432 -0.282591
4.3 -0.421945 -0.33919 -0.396115 -0.350706
4.4 -0.233146 -0.379499 -0.20281 -0.385491
4.5 -0.0230705 -0.38268 0.00872276 -0.382022
4.6 0.18648 -0.346793 0.216354 -0.33897
4.7 0.373945 -0.273741 0.398685 -0.25898
4.8 0.520979 -0.169437 0.537959 -0.148781
4.9 0.614407 -0.0435294 0.621825 -0.0188063
5 0.64686 0.0914753 0.643816 0.117815
5.1 0.616609 0.22164 0.603119 0.246808
5.2 0.527261 0.333284 0.504287 0.354487
5.3 0.387628 0.414527 0.357113 0.42927
5.4 0.211517 0.456411 0.176344 0.462739
5.5 0.0168823 0.453604 -0.0193627 0.450288
5.6 -0.176072 0.404859 -0.209546 0.391556
5.7 -0.347577 0.313353 -0.374721 0.290747
5.8 -0.480932 0.186815 -0.498915 0.156687
5.9 -0.564233 0.0371625 -0.57121 0.00230802
6 -0.591005 -0.120588 -0.586192 -0.156639
6.1 -0.560104 -0.270109 -0.543781 -0.303527
6.2 -0.475433 -0.395813 -0.448948 -0.422942
6.3 -0.345713 -0.484626 -0.31147 -0.502374
6.4 -0.18411 -0.527129 -0.145456 -0.53323
6.5 -0.00727994 -0.518162 0.0317957 -0.51136
6.6 0.166415 -0.457171 0.201777 -0.437379
6.7 0.319276 -0.348499 0.3472 -0.316958
6.8 0.436519 -0.201524 0.454143 -0.160865
6.9 0.507777 -0.0302451 0.513349 0.015651
7 0.527673 0.148023 0.520631 0.194443
7.1 0.495771 0.314794 0.476728 0.356812
7.2 0.41629 0.452832 0.387 0.485928
7.3 0.297777 0.548101 0.261057 0.568627
7.4 0.152578 0.59089 0.112131 0.59633
7.5 -0.00417006 0.576265 -0.0441279 0.565395
7.6 -0.156193 0.504296 -0.19144 0.477344
7.7 -0.288102 0.380335 -0.314963 0.339158
7.8 -0.387273 0.215194 -0.403045 0.163346
7.9 -0.445093 0.0247122 -0.448279 -0.032762
8 -0.457459 -0.171738 -0.447836 -0.228882
8.1 -0.424729 -0.35376 -0.403302 -0.404526
8.2 -0.35141 -0.502696 -0.32033 -0.541721
8.3 -0.245724 -0.603739 -0.20814 -0.626867
8.4 -0.118977 -0.64699 -0.0787789 -0.651506
8.5 0.0154756 -0.627741 0.0540537 -0.612497
8.6 0.143682 -0.546584 0.176575 -0.512155
8.7 0.252778 -0.409689 0.276595 -0.358572
8.8 0.332489 -0.229049 0.344899 -0.165754
8.9 0.376129 -0.0220666 0.376062 0.0471625
9 0.38099 0.190108 0.368671 0.25805
9.1 0.348249 0.385421 0.325115 0.44491
9.2 0.2826 0.544004 0.251147 0.588868
9.3 0.191732 0.650422 0.155296 0.676041
9.4 0.0856254 0.694647 0.0480768 0.69815
9.5 -0.0244147 0.672165 -0.0590868 0.652508
9.6 -0.126991 0.583973 -0.155146 0.542083
9.7 -0.21194 0.436854 -0.230724 0.375872
9.8 -0.271477 0.243713 -0.279151 0.169099
9.9 -0.300953 0.0232057 -0.297036 -0.0576063
10 -0.299097 -0.202055 -0.284355 -0.280591
10.1 -0.267851 -0.408628 -0.244141 -0.476636
10.2 -0.211916 -0.575633 -0.18197 -0.626172
10.3 -0.138168 -0.687122 -0.105308 -0.71515
10.4 -0.0549508 -0.732963 -0.0227577 -0.735487
10.5 0.0287626 -0.708794 0.0568355 -0.684888
10.6 0.104333 -0.615896 0.125356 -0.566843
10.7 0.164426 -0.461478 0.176346 -0.391039
10.8 0.203835 -0.259084 0.20571 -0.173635
10.9 0.219972 -0.0282917 0.21205 0.0635916
11 0.212964 0.207169 0.196586 0.295815
11.1 0.185361 0.422771 0.162737 0.498891
11.2 0.141613 0.596827 0.11553 0.65276
